trait,family,n,pos_rate,mean_centroid_cos,mean_top1_cos,probe_abs_error,knn_abs_error
motility,Hymenobacteraceae,55,0.14545454545454545,0.6457098869524387,0.6848679657790016,0.3040366074962207,0.43636363636363634
motility,Hyphomicrobiaceae,2,1.0,0.852279114403922,0.8532821061833402,0.318060545516438,0.25
motility,Iamiaceae,2,0.0,0.8609083921953442,0.8910484905680892,0.16460156819953353,0.15000000000000002
motility,Ignavibacteriaceae,1,0.0,0.9347863677869797,0.9045731713399269,0.5772729781325148,0.4
motility,Ilumatobacteraceae,3,0.0,0.8858442176887639,0.905975729549981,0.1454142715314438,0.13333333333333333
motility,Jatrophihabitantaceae,2,0.0,0.9156181843469113,0.9263097799494995,0.10142875505596678,0.15
motility,Jiangellaceae,3,0.6666666666666666,0.9491519403004026,0.9442168310445583,0.5861705116522491,0.5333333333333333
motility,Kineosporiaceae,15,0.5333333333333333,0.8958036191076375,0.9402229252399222,0.49979684036464783,0.3733333333333333
motility,Kytococcaceae,2,0.0,0.9353868786045821,0.9360633910533289,0.1262904701710256,0.05
motility,Lachnospiraceae,42,0.4523809523809524,0.8777659493181587,0.9023667665611047,0.4586393974738347,0.42857142857142855
motility,Lacipirellulaceae,1,1.0,0.826357105931566,0.7855808344243057,0.3433008788921844,0.19999999999999996
motility,Legionellaceae,61,0.2786885245901639,0.8266300421377898,0.8267097525760573,0.5166268390849185,0.43934426229508194
motility,Lentimicrobiaceae,1,0.0,0.7927117556738489,0.7926656890404858,0.7018024416512745,0.5
motility,Lentisphaeraceae,1,0.0,0.7373939021062016,0.7737241018759087,0.5253347365220399,0.5
motility,Listeriaceae,29,0.6551724137931034,0.8547783108112247,0.8691359922514326,0.531152552036404,0.5793103448275863
motility,Maricaulaceae,12,0.5833333333333334,0.8357797550380788,0.829133118246701,0.4688246447535234,0.525
motility,Marinicellaceae,3,0.0,0.8677352769958215,0.8717715577028158,0.5366935978604301,0.8333333333333334
motility,Marinifilaceae,7,0.42857142857142855,0.9143665928609032,0.9119432944082188,0.4976464344997607,0.5142857142857143
motility,Marinilabiliaceae,12,0.75,0.8421197820740692,0.8528142643684905,0.4382236417223854,0.5833333333333334
motility,Marivirgaceae,1,0.0,0.9270448800488976,0.9073344588213798,0.4505916356001816,0.3
motility,Methanonatronarchaeaceae,1,1.0,0.8102581183311234,0.8246199287771581,0.7195148353559082,0.6
motility,Methanoregulaceae,3,0.0,0.8531695719859641,0.776254847339738,0.6224823331040393,0.5666666666666667
motility,Methanosarcinaceae,3,0.3333333333333333,0.8365002084052892,0.855280987843715,0.6147625014864476,0.5666666666666667
motility,Methylocystaceae,7,0.2857142857142857,0.8870732465180253,0.8713606239266429,0.5737367144063631,0.6571428571428573
motility,Mycoplasmataceae,1,0.0,0.9825933599908367,0.9629402988904908,0.1510228278953706,0.3
motility,Nakamurellaceae,7,0.0,0.9008919742983412,0.91598747995039,0.09405272838720857,0.15714285714285717
motility,Natranaerobiaceae,1,0.0,0.7364271327643243,0.823218100211959,0.6423758261308982,0.7
motility,Natronospirillaceae,1,1.0,0.8020621619333266,0.8233901921131299,0.2864014146306437,0.09999999999999998
motility,Nautiliaceae,3,0.6666666666666666,0.8581684794958061,0.8587171262997414,0.5199708190761018,0.6999999999999998
motility,Neomegalonemataceae,1,0.0,0.8376374714541613,0.8894262310933012,0.7116792441678694,0.6
motility,Neomoorellaceae,2,0.5,0.8098993184898363,0.8709882837608958,0.45572321509445,0.5
motility,Nevskiaceae,10,0.7,0.8313975973540064,0.838210419048486,0.4454749412215221,0.32
motility,Nitriliruptoraceae,1,0.0,0.9418589413289675,0.9369974529478904,0.2289493669691697,0.3
motility,Oligosphaeraceae,1,0.0,0.7132127077802396,0.715239055245074,0.5064581314612129,0.5
motility,Opitutaceae,2,0.0,0.6828390021018627,0.7080704854949804,0.6465214189467908,0.6000000000000001
motility,Ornithinimicrobiaceae,9,0.0,0.9477791803934136,0.9467022476129875,0.19635801350487,0.2111111111111111
motility,Oscillospiraceae,28,0.2857142857142857,0.8594347906822312,0.8751885934822253,0.44764084205358073,0.4392857142857142
motility,Patulibacteraceae,3,0.6666666666666666,0.9140761153291072,0.9228102747709527,0.6583739133994498,0.7333333333333333
motility,Pectobacteriaceae,26,0.8846153846153846,0.8382213882794703,0.838175741627608,0.265629234831924,0.30384615384615377
motility,Peptostreptococcaceae,16,0.5,0.9358247762555636,0.9401250846027833,0.4212109965250809,0.45
motility,Petrotogaceae,5,0.8,0.9281621405528073,0.9329824924124317,0.4652142672013463,0.62
motility,Phreatobacteraceae,2,1.0,0.9231549245730751,0.9078550513716679,0.4181672775065793,0.25
motility,Porphyromonadaceae,2,0.0,0.8024751200147147,0.7937903295812798,0.6083370968418824,0.4
motility,Propionibacteriaceae,49,0.02040816326530612,0.8887309301494513,0.8912886067575806,0.12465415033918414,0.1183673469387755
motility,Pseudoalteromonadaceae,32,0.9375,0.902377579010095,0.8928233942825705,0.31448566490595253,0.18437499999999998
motility,Pseudoxanthobacteraceae,1,1.0,0.925021746134299,0.8946893327878769,0.41706375097422854,0.19999999999999996
motility,Rarobacteraceae,1,0.0,0.8099732430797756,0.8499242017486142,0.11764408669065386,0.4
motility,Reyranellaceae,2,0.0,0.8708764320912633,0.853733301433509,0.44384900486918905,0.8500000000000001
motility,Rhodobiaceae,1,1.0,0.8345112219537422,0.8402744608707579,0.351549065149386,0.30000000000000004
motility,Rhodocyclaceae,3,0.6666666666666666,0.8670857448177433,0.8481503575124396,0.41796758704081133,0.3
motility,Rhodospirillaceae,21,0.9523809523809523,0.8428897389999425,0.8573997039289712,0.345021347352345,0.33809523809523806
motility,Rhodothermaceae,1,0.0,0.8915138590748144,0.8915138590748147,0.4153696462341376,0.0
motility,Rikenellaceae,4,0.0,0.7985646351943204,0.819177510326518,0.4103421978958172,0.22499999999999998
motility,Roseivirgaceae,3,0.3333333333333333,0.8980457329656036,0.892725746223208,0.4531405846396268,0.43333333333333335
motility,Roseobacteraceae,211,0.3933649289099526,0.8491368964297608,0.8474278442657927,0.4912804272701539,0.47582938388625595
motility,Ruaniaceae,3,0.6666666666666666,0.9197280689143422,0.9345224237148851,0.5882041542952793,0.6333333333333333
motility,Rubrobacteraceae,3,0.0,0.7064134810606036,0.6988433742510048,0.506123707710982,0.20000000000000004
motility,Salinarimonadaceae,2,1.0,0.8879350184063164,0.9019290816386661,0.2019224762906729,0.14999999999999997
motility,Salinibacteraceae,1,0.0,0.8676880549051967,0.8752813369122145,0.3493935072570064,0.4
motility,Salisaetaceae,1,0.0,0.6667476415346661,0.6645467426976348,0.4449631417870367,0.2
motility,Sedimentibacteraceae,1,0.0,0.9535524251158636,0.9614077953117143,0.5409775840195923,0.7
motility,Silvanigrellaceae,2,1.0,0.8868818302734522,0.9055850938534789,0.47549341275203827,0.09999999999999998
motility,Sneathiellaceae,2,1.0,0.7810092241688733,0.8039244365284813,0.3408688927159345,0.35000000000000003
motility,Sphaerobacteraceae,1,0.0,0.8255756747716916,0.7180801569946633,0.22007840414664404,0.5
motility,Sphaerotilaceae,33,0.8787878787878788,0.8797383519687356,0.893015722845115,0.25902559647040546,0.2606060606060606
motility,Sphingosinicellaceae,8,0.625,0.8901047791932802,0.8808178350032639,0.4477219966250615,0.46249999999999997
motility,Spirosomataceae,60,0.15,0.7741982656026827,0.7952704139675896,0.44764211889481353,0.46666666666666673
motility,Sporanaerobacteraceae,1,1.0,0.9520357038128429,0.9540227052928933,0.29978449856576184,0.4
motility,Sporichthyaceae,1,0.0,0.9538195362354633,0.9536692007181683,0.1504728911249298,0.2
motility,Sporolactobacillaceae,10,0.6,0.775170889424721,0.8101821340728048,0.595908309296072,0.53
motility,Sporomusaceae,7,0.8571428571428571,0.7477780190839531,0.7657439479503022,0.3650005283911802,0.38571428571428573
motility,Streptosporangiaceae,55,0.01818181818181818,0.9254891474311249,0.9294350348430565,0.20949399546650152,0.08363636363636365
motility,Succinivibrionaceae,1,0.0,0.7804318958644783,0.7839866161615097,0.4643046493736742,0.8
motility,Sulfolobaceae,1,0.0,0.9337697102562328,0.9053244643529383,0.5726153928900581,0.6
motility,Synergistaceae,8,0.75,0.7973178749514422,0.8011381487116633,0.39141538063257686,0.375
motility,Tannerellaceae,6,0.0,0.8825373411313232,0.8613279277766833,0.5436126389521142,0.11666666666666665
motility,Temperatibacteraceae,6,1.0,0.7701633923930338,0.7651811438547176,0.21746935525622627,0.35000000000000003
motility,Tenuifilaceae,1,1.0,0.8852680905778012,0.8397601513162121,0.3357513687159124,0.6
motility,Terasakiellaceae,1,1.0,0.5697292081819627,0.6266342952614913,0.517872750870574,0.5
motility,Thalassobaculaceae,8,0.875,0.8512559764267915,0.8525319040313291,0.296987892424214,0.5375
motility,Thermaerobacteraceae,1,0.0,0.8180000496950047,0.8434194780017713,0.3928799074608348,0.1
motility,Thermoactinomycetaceae,2,0.0,0.751469496640921,0.7944363460408552,0.7160292673035507,0.7
motility,Thermoanaerobacteraceae,11,0.8181818181818182,0.900871423051573,0.9066969037024019,0.4805985910160418,0.5454545454545454
motility,Thermodesulfobiaceae,1,1.0,0.9324168355401801,0.915375119544245,0.35392358969616455,0.4
motility,Thermodesulfovibrionaceae,2,0.0,0.9357173373538881,0.933936776441177,0.6688991026309035,0.5
motility,Thermosediminibacteraceae,3,0.6666666666666666,0.8917428967386684,0.8983762083604656,0.4770530557791682,0.5333333333333333
motility,Thioalkalibacteraceae,2,1.0,0.837527803654659,0.8342005365146673,0.28654162683657824,0.45
motility,Thiobacillaceae,3,0.6666666666666666,0.8405959057603555,0.8481978029254963,0.362492074136242,0.3333333333333333
motility,Tissierellaceae,2,0.5,0.935977871532293,0.9318849366675819,0.504683655109536,0.45
motility,Trueperaceae,1,0.0,0.8678386109335985,0.8653271520559553,0.4636149939674963,0.2
motility,Tsukamurellaceae,9,0.1111111111111111,0.9273762740748962,0.9242167647859318,0.172086434847179,0.17777777777777776
motility,Veillonellaceae,22,0.0,0.7904873219949219,0.8035866456916938,0.3988319136233636,0.22272727272727266
motility,Verrucomicrobiaceae,12,0.0,0.7334893363508361,0.723974929677421,0.5990764584428326,0.6
motility,Weeksellaceae,118,0.0423728813559322,0.9030349096909173,0.9154550423477125,0.3443615832925756,0.4262711864406779
motility,Woeseiaceae,1,0.0,0.8046693792858062,0.8288161792155953,0.7764791443589225,0.5
sporulation,Acanthopleuribacteraceae,1,0.0,0.6853583602039925,0.6025116411862418,0.0429515509655362,0.1
sporulation,Actinopolymorphaceae,2,0.0,0.9405447639388782,0.9369990034767192,0.7875014011065751,0.8
sporulation,Alcanivoracaceae,3,0.0,0.8157051852959345,0.8182778594251401,0.0108977541225519,0.0
sporulation,Alicyclobacillaceae,17,1.0,0.6600801574728457,0.6728929588781323,0.35938286542478165,0.3176470588235294
sporulation,Aminiphilaceae,1,0.0,0.8772043738739996,0.8015771676776962,0.3339261750012725,0.2
sporulation,Antricoccaceae,2,0.0,0.9250618551962417,0.9147295064319504,0.20884776807462077,0.3
sporulation,Aurantimonadaceae,7,0.0,0.9054019541671251,0.8701174006370671,0.01854081168388616,0.028571428571428574
sporulation,Bacteroidaceae,25,0.0,0.8796937452469882,0.8690520056993947,0.32900801673369096,0.096
sporulation,Balneolaceae,9,0.1111111111111111,0.796349723063868,0.8219415533658363,0.2666973464020438,0.3222222222222222
sporulation,Beutenbergiaceae,3,0.0,0.9463403469847557,0.9336752688883777,0.27855653803166064,0.06666666666666667
sporulation,Bifidobacteriaceae,26,0.0,0.6090056359413233,0.6728623100650059,0.0493948355707318,0.011538461538461537
sporulation,Breznakiellaceae,1,0.0,0.8017523273649085,0.7256369610791318,0.3928595185524868,0.4
sporulation,Carboxydocellaceae,1,1.0,0.7826281807070896,0.8074127584922265,0.19261622440161563,0.7
sporulation,Carnobacteriaceae,15,0.0,0.8566404984233116,0.8704476441803383,0.49924377420188804,0.7533333333333333
sporulation,Caulobacteraceae,10,0.0,0.8798650325769877,0.8626158709742879,0.004113052344100153,0.01
sporulation,Chthonomonadaceae,1,0.0,0.8170412761713413,0.7967456241448815,0.16811689517363468,0.3
sporulation,Cyclobacteriaceae,22,0.0,0.8673794976634295,0.8718159355519581,0.07423270538872238,0.0
sporulation,Cytobacillaceae,23,0.9130434782608695,0.8564973327174922,0.880116376060493,0.1998301885428855,0.10869565217391304
sporulation,Deferribacteraceae,2,0.0,0.9274451514269494,0.9290408126405681,0.370202602865989,0.2
sporulation,Defluviitaleaceae,1,0.0,0.9161179529882866,0.9009963281617953,0.8810871831264621,0.7
sporulation,Dehalococcoidaceae,4,0.0,0.765675409619085,0.6972305143722449,0.1793385770252385,0.125
sporulation,Desulfatirhabdiaceae,1,0.0,0.7913370003252044,0.7091658033286465,0.40248099667896103,0.1
sporulation,Desulfobacteraceae,1,0.0,0.8132635529092312,0.8041170679236705,0.3907562833961646,0.3
sporulation,Desulfosalsimonadaceae,1,0.0,0.8268717634536871,0.7355115120553701,0.5925064243301281,0.1
sporulation,Desulfurobacteriaceae,2,0.0,0.9170689113655146,0.8682632352221409,0.18069789486689286,0.0
sporulation,Dethiosulfatibacteraceae,1,0.0,0.8703430095326433,0.9214268223534392,0.49848112677486395,0.6
sporulation,Dethiosulfovibrionaceae,2,0.0,0.7651793760145543,0.7510221039147704,0.13891416508371474,0.05
sporulation,Devosiaceae,11,0.0,0.8189336873661542,0.8085006626639987,0.003799109862650157,0.0
sporulation,Dictyobacteraceae,1,1.0,0.794425190394728,0.794425190394728,0.4188357845651256,0.5
sporulation,Dissulfuribacteraceae,2,0.0,0.8386924998510583,0.8771259746893826,0.3999950768293724,0.05
sporulation,Emcibacteraceae,1,0.0,0.655871584373622,0.6335407304142435,0.021742759009851988,0.0
sporulation,Erythrobacteraceae,35,0.0,0.8568951545644184,0.830093075162642,0.0035069384989386263,0.008571428571428572
sporulation,"Eubacteriales, not assigned to family",1,0.0,0.8332924180254401,0.83028458096492,0.236249459177794,0.9
sporulation,Geoalkalibacteraceae,1,0.0,0.8186875944406904,0.7682288423161717,0.15295991891289845,0.1
sporulation,Geodermatophilaceae,7,0.2857142857142857,0.9583080372956811,0.9555259356611077,0.5447167300562387,0.31428571428571433
sporulation,Glycomycetaceae,6,0.8333333333333334,0.8877511096461262,0.884704791315105,0.6821192506222983,0.7666666666666667
sporulation,Gottschalkiaceae,2,0.5,0.8812513178895747,0.879101741024809,0.2841447815080367,0.19999999999999998
sporulation,Haloferacaceae,5,0.0,0.9908878883047461,0.9895390621839256,0.0664275851544854,0.1
sporulation,Hydrogenothermaceae,2,0.0,0.9216795556504694,0.9178087482913037,0.24008934517017108,0.05
sporulation,Hymenobacteraceae,19,0.0,0.6272720432741746,0.6589101698137096,0.1313317220140048,0.13157894736842105
sporulation,Hyphomicrobiaceae,1,1.0,0.8692497035938656,0.843742293767255,0.996847602549665,1.0
sporulation,Iamiaceae,1,0.0,0.9275599428968193,0.9173449862445231,0.28000295591007823,0.0
sporulation,Ignavibacteriaceae,1,0.0,0.9347863677869797,0.8742976698183038,0.10012232075273812,0.0
sporulation,Ilumatobacteraceae,1,0.0,0.9277194246850895,0.9285482370822449,0.14128149521989913,0.0
sporulation,Jatrophihabitantaceae,1,0.0,0.9484415435194313,0.9480184169980244,0.33503113788908745,0.0
sporulation,Jiangellaceae,4,0.5,0.9378083060246601,0.934270492769572,0.5609990628145315,0.44999999999999996
sporulation,Kineosporiaceae,11,0.18181818181818182,0.922719573283389,0.9320765298057448,0.5517375672971266,0.1272727272727273
sporulation,Lachnospiraceae,36,0.5555555555555556,0.883154348905411,0.9062150217338536,0.4596255535039266,0.4055555555555555
sporulation,Legionellaceae,2,0.0,0.8021024066203244,0.7504906891659999,0.17184019196604192,0.0
sporulation,Listeriaceae,4,0.0,0.795775801371366,0.827975387142602,0.36058690738151566,0.6
sporulation,Maricaulaceae,2,0.0,0.8570304585668582,0.8315715708691922,0.0024301293631483565,0.0
sporulation,Marinicellaceae,1,0.0,0.8559076611865093,0.8458745847890672,0.005797377392408057,0.0
sporulation,Marinifilaceae,3,0.0,0.9184348837238647,0.9107382804202976,0.15332529278882434,0.0
sporulation,Marinilabiliaceae,3,0.0,0.7992971973751132,0.7892645960695349,0.11766183134274195,0.03333333333333333
sporulation,Methylocystaceae,6,0.0,0.8785073275496829,0.8431414383576102,0.004019967927229388,0.0
sporulation,Nakamurellaceae,9,0.0,0.9101996098723184,0.9209810433206983,0.4562889416772254,0.6222222222222222
sporulation,Natranaerobiaceae,1,0.0,0.7364271327643243,0.823218100211959,0.6630243065211038,0.7
sporulation,Nautiliaceae,3,0.0,0.8581684794958061,0.8491512019561135,0.11772945283193954,0.10000000000000002
sporulation,Neomegalonemataceae,1,0.0,0.8376374714541613,0.8894262310933012,0.009659068865487291,0.1
sporulation,Neomoorellaceae,1,1.0,0.7998892362606022,0.8462124751546029,0.23090563087435145,0.8
sporulation,Nevskiaceae,7,0.0,0.841543189093122,0.8378847447259056,0.013721749023132354,0.0
sporulation,Nitriliruptoraceae,1,0.0,0.9418589413289675,0.9229117119469019,0.549641493453165,0.2
sporulation,Oligosphaeraceae,1,0.0,0.7132127077802396,0.6390641804008386,0.03076123685710788,0.0
sporulation,Ornithinimicrobiaceae,6,0.0,0.9399174739134065,0.9367686300474162,0.5613666531107365,0.11666666666666668
sporulation,Oscillospiraceae,28,0.42857142857142855,0.8576092205989971,0.865096323846598,0.3486313447035279,0.33214285714285713
sporulation,Patulibacteraceae,3,0.0,0.9140761153291072,0.9138708800272686,0.33703467191788183,0.2333333333333333
sporulation,Pectobacteriaceae,1,0.0,0.811806451085237,0.7958457352591828,0.007956758697203395,0.0
sporulation,Peptostreptococcaceae,21,0.7619047619047619,0.9417928338797699,0.9417736095302431,0.4874299140395693,0.3
sporulation,Petrotogaceae,3,0.0,0.9221316697265077,0.9221245385568905,0.2621295142322785,0.23333333333333336
sporulation,Phreatobacteraceae,1,0.0,0.9397681716206998,0.9320022869307644,0.01817284423253302,0.0
sporulation,Porphyromonadaceae,4,0.0,0.7055884291360716,0.7089746472492502,0.16395921000414032,0.42500000000000004
sporulation,Propionibacteriaceae,24,0.0,0.8873724067040701,0.8880590160216911,0.32522925755971704,0.24583333333333335
sporulation,Pseudoalteromonadaceae,10,0.0,0.9037793770640995,0.8848829369372918,0.005594156701052986,0.0
sporulation,Pseudoxanthobacteraceae,1,0.0,0.925021746134299,0.8891982556964444,0.01544520918507322,0.0
sporulation,Raineyaceae,1,0.0,0.8663405623438971,0.787493600667204,0.0907838808794883,0.0
sporulation,Rhodobiaceae,1,0.0,0.8345112219537422,0.804888731452307,0.007657281666774503,0.0
sporulation,Rhodocyclaceae,1,0.0,0.8928320536176517,0.8502728758974438,0.01468756960838317,0.0
sporulation,Rhodospirillaceae,5,0.2,0.8753859174371346,0.8754921358335663,0.20541716088364392,0.2
sporulation,Rhodothermaceae,1,0.0,0.8915138590748144,0.8915138590748147,0.25745580740212115,0.2
sporulation,Rikenellaceae,5,0.0,0.7937006734524726,0.7961079883284755,0.23042327891922842,0.32
sporulation,Roseivirgaceae,2,0.0,0.9019921581413314,0.8887978474531628,0.06633413632672469,0.0
sporulation,Roseobacteraceae,72,0.013888888888888888,0.8532402326390796,0.8321972233180142,0.018889615666586437,0.023611111111111114
sporulation,Ruaniaceae,2,0.0,0.9041534491320938,0.9248870510678817,0.6669590686868424,0.6
sporulation,Rubrobacteraceae,1,0.0,0.7904517344038937,0.8328723989042697,0.5913182823789072,0.1
sporulation,Sedimentibacteraceae,1,0.0,0.9535524251158636,0.9506674835249275,0.6093976545815297,0.9
sporulation,Sneathiellaceae,1,0.0,0.6694642879200102,0.7237174498779532,0.0347821948591587,0.2
sporulation,Sphaerobacteraceae,1,0.0,0.8255756747716916,0.7180801569946633,0.23434903737760837,0.1
sporulation,Sphaerotilaceae,11,0.0,0.8851258563042145,0.8918360286945028,0.015176206790953177,0.0
sporulation,Sphingosinicellaceae,4,0.0,0.9053441205331936,0.8826551437354762,0.0022500375904563074,0.0
sporulation,Spirosomataceae,21,0.0,0.7499464891573071,0.7520587294865843,0.08282872259738842,0.06190476190476191
sporulation,Sporanaerobacteraceae,1,1.0,0.9520357038128429,0.945318361735087,0.24447149573481897,0.30000000000000004
sporulation,Sporolactobacillaceae,8,1.0,0.7766792996755872,0.8162150466448257,0.2320296270352413,0.1125
sporulation,Sporomusaceae,5,0.8,0.7417622965872477,0.7326439130558484,0.34681749686745234,0.4600000000000001
sporulation,Streptosporangiaceae,62,0.9838709677419355,0.9267716724717151,0.929466669087277,0.14498460984521194,0.09516129032258061
sporulation,Succinivibrionaceae,1,0.0,0.7804318958644783,0.7839866161615097,0.02347527408831488,0.2
sporulation,Synergistaceae,7,0.0,0.8395499489837279,0.809038051082962,0.3016799290266284,0.19999999999999998
sporulation,Tannerellaceae,4,0.0,0.8741685786810744,0.8509372757068169,0.33411229028284606,0.025
sporulation,Temperatibacteraceae,1,0.0,0.8147856443442129,0.8049833951191812,0.023411061103160692,0.0
sporulation,Tenuifilaceae,1,0.0,0.8852680905778012,0.8397601513162121,0.20088335665021095,0.0
sporulation,Thalassobaculaceae,2,0.0,0.8442336912884761,0.8552821042063629,0.002123362378375728,0.0
sporulation,Thermaerobacteraceae,1,0.0,0.8180000496950047,0.8434194780017713,0.8602515791922793,0.1
sporulation,Thermoactinomycetaceae,16,1.0,0.7497803842213933,0.7789823147647343,0.07147422101115529,0.13124999999999998
sporulation,Thermoanaerobacteraceae,10,0.9,0.8980173570850777,0.9057060669224937,0.42194693913927717,0.68
sporulation,Thermodesulfobiaceae,1,0.0,0.9324168355401801,0.915375119544245,0.14062805113906007,0.0
sporulation,Thermodesulfovibrionaceae,2,0.0,0.9357173373538881,0.933936776441177,0.4866643258196976,0.05
sporulation,Thermosediminibacteraceae,3,0.0,0.8917428967386684,0.8983762083604656,0.6566578833558413,0.06666666666666667
